place,Lat,Long,OverallAverage,September,October,November,December,January,February,March,April
14222,28.63749579,77.24984564,76.8017507,56.08823529,88.42857143,127.8823529,149.1666667,,58.67142857,44.375,13
14223,28.63349579,77.24984564,114,,,114,,,,,
14224,28.62949579,77.24984564,87.60614317,52.30769231,110.1666667,99.6,142.5,52,69.0625,,
14226,28.62149579,77.24984564,87.72222222,64,90.66666667,,108.5,,,,
14227,28.61749579,77.24984564,141.125,70,75,,217.5,,202,,
14228,28.61349579,77.24984564,159.5,53,,188,237.5,,,,
14235,28.58549579,77.24984564,111.4477493,44.21428571,130.1774194,173.2191781,224.7333333,198.56,62.55555556,11.9,46.22222222
14236,28.58149579,77.24984564,107.0626099,47.81578947,114.9185185,169.7434944,239.8,185.9230769,44,10,44.3
14240,28.56549579,77.24984564,115.462669,58.35433071,122.2954545,156.7102804,206.1136364,191.9419355,95.5,64.5,28.28571429
14241,28.56149579,77.24984564,113.2035658,62.96,,154.6216216,196.7924528,169.4230769,103.752809,68.375,36.5
14244,28.54949579,77.24984564,74.09639468,44.08333333,,134.0833333,129.5,83.25,74.39130435,30.59756098,22.76923077
14245,28.54549579,77.24984564,103.4720215,48.08823529,114.3,153.962963,170.6744186,187.5194805,99.31372549,31.62105263,22.2962963
14246,28.54149579,77.24984564,45.49934773,26,,72.5,,51.6,71.33333333,26.94736842,24.61538462
14248,28.53349579,77.24984564,169.5384615,,,,169.5384615,,,,
14249,28.52949579,77.24984564,115.7402704,63.4,14,158.2727273,186.8060606,201.0689655,133.6635514,52.97058824,
14253,28.51349579,77.24984564,91.01446855,,,122.8333333,,111.0810811,155.3039514,38.00931677,27.84466019
14325,28.70349579,77.25330974,108.0680272,78,113,269.2857143,122.3333333,,104,38,31.85714286
14338,28.65149579,77.25330974,92.80555556,,163,98.66666667,,193,54,26.66666667,21.5
14339,28.64749579,77.25330974,55,,,,,,55,,
14340,28.64349579,77.25330974,72.35800439,47.83333333,51.47368421,151.125,,,39,,
14341,28.63949579,77.25330974,95.8920354,55.20547945,114.7792208,134.4329268,158.2720588,158.5333333,83.22410148,42.60344828,20.08571429
14342,28.63549579,77.25330974,95.86877691,47.9375,66.80645161,100.1851852,181,160.575,89.77941176,108,12.66666667
14343,28.63149579,77.25330974,102.3366667,69.33333333,71.16666667,140.3333333,122.25,,108.6,,
14344,28.62749579,77.25330974,70.19899024,38.375,106.7647059,114.6,130.75,63,33.90322581,,4
14348,28.61149579,77.25330974,87.5,,,,87.5,,,,
14349,28.60749579,77.25330974,54,55,75,,,,,32,
14350,28.60349579,77.25330974,87.33333333,,71,165,,,,26,
14354,28.58749579,77.25330974,126.1686275,,,125.4705882,,126.8666667,,,
14355,28.58349579,77.25330974,82.46320347,55.45454545,109.3636364,150.0909091,,206.6666667,10,23,22.66666667
14356,28.57949579,77.25330974,117.818847,47.10526316,171.875,198.75,213,204.0666667,48.6,13,46.15384615
14357,28.57549579,77.25330974,141.25,41.5,,,,241,,,
14358,28.57149579,77.25330974,137.2730769,62.69230769,148.4,,167,171,,,
14359,28.56749579,77.25330974,161.3654732,46,141.3548387,180,215.8571429,223.6153846,,,
14360,28.56349579,77.25330974,114.1782476,62.78125,,153.2,193.3333333,173.8809524,128.2307692,65.57142857,22.25
14364,28.54749579,77.25330974,69.95952132,58.06349206,81.06557377,105.7419355,106.6071429,80.4375,94.21052632,17.5,16.05
14365,28.54349579,77.25330974,58.38074106,,,77,,77.5,88.15,29.18918919,20.06451613
14366,28.53949579,77.25330974,85.97083333,,,,,152.5,139.8,29.25,22.33333333
14368,28.53149579,77.25330974,126.2090983,49.49230769,,163.9090909,218.3364486,143.2375691,117.1764706,65.1027027,
14369,28.52749579,77.25330974,131.2835037,55.65869565,,145.0212766,185.0306748,201.2090484,133.1610738,67.62025316,
14370,28.52349579,77.25330974,25,,,,,,,36,14
14371,28.51949579,77.25330974,63.42262164,47,,111.5,,83.35294118,81.83870968,31.63157895,25.2125
14372,28.51549579,77.25330974,60.08390411,46.25,,106.25,,83.89473684,69.5,30.75342466,23.85526316
14373,28.51149579,77.25330974,47.76494667,42,,68,,61.125,61.35294118,30.51851852,23.59322034
14445,28.70549579,77.25677384,87.07126623,63.13333333,100.0625,226.6363636,104,,55.5,31.16666667,29
14460,28.64549579,77.25677384,203,,,,,203,,,
14461,28.64149579,77.25677384,35.5,,,,,,35.5,,
14464,28.62949579,77.25677384,77.2047619,40.2,114.8333333,138,91,52,101.4,,3
14472,28.59749579,77.25677384,69.10763889,27,108.5,130,114.6666667,78,28.44444444,14,52.25
14473,28.59349579,77.25677384,89.2724359,41,129.8571429,179,156.875,104.8461538,28.125,16.5,57.97619048
14474,28.58949579,77.25677384,102.5971401,65,144.28,192.4705882,180.0909091,140.7674419,27.68181818,18.34090909,52.14545455
14476,28.58149579,77.25677384,77.16666667,,,,,160,62.5,9,
14477,28.57749579,77.25677384,124.6729592,74.08695652,149.0606061,171.125,276.5,209.1111111,59,12,46.5
14478,28.57349579,77.25677384,113.664753,53.38823529,141.9465649,195.1140351,210.8222222,211.8636364,29.75675676,13.65384615,52.77272727
14479,28.56949579,77.25677384,171.2611888,49.69230769,134.3636364,171.3333333,207.25,293.6666667,,,
14481,28.56149579,77.25677384,112.8419847,59.20634921,,163.862069,191.0545455,173.238806,111.7821229,64.75,26
14484,28.54949579,77.25677384,75.2788681,53.43951613,128.8823529,99.73684211,110.7446809,82.78571429,68.53299492,27.66666667,30.44217687
14485,28.54549579,77.25677384,10.07142857,,,,,,,,10.07142857
14486,28.54149579,77.25677384,50.06910183,,,,,59.33333333,87,32.58823529,21.35483871
14487,28.53749579,77.25677384,32.71127392,24,,,,,52.82236842,33.75,20.27272727
14489,28.52949579,77.25677384,118.8622351,62.51671733,,172.5504202,199.8313953,191.6507177,131.95,46.34934498,27.18705036
14490,28.52549579,77.25677384,51.67756396,46.09090909,,,,80.35714286,67.65384615,37.33103448,26.95488722
14491,28.52149579,77.25677384,50.06017157,43.66666667,,,,82.5,70,31.78125,22.35294118
14565,28.70349579,77.26023795,91.05442613,54.2,87.46153846,188.4,153,,73.66666667,45.77777778,34.875
14584,28.62749579,77.26023795,79.17146464,38.54545455,72.4,104.3333333,109.5,69,81.25,,
14590,28.60349579,77.26023795,45,,,45,,,,,
14591,28.59949579,77.26023795,71.40205599,30,151,132.5,109.6666667,76.4,23.44,13.16216216,35.04761905
14593,28.59149579,77.26023795,58.66666667,,146,,,,26.66666667,9,53
14594,28.58749579,77.26023795,87.20128649,42.8,73.53472222,178.7857143,184.375,132.6363636,18.80172414,16.20454545,50.47222222
14595,28.58349579,77.26023795,56.95939476,47.93548387,94.64,69.5,77,82.22222222,26.59574468,18.05,39.73170732
14597,28.57549579,77.26023795,97.58846671,43.28571429,120.4642857,213.2758621,176.8148148,133.5773196,30,16.47058824,46.81914894
14598,28.57149579,77.26023795,82.68692454,50.14814815,91.35738832,158.7216495,135.9,142.1785714,25.37423313,12.36170213,45.4537037
14599,28.56749579,77.26023795,114.1874612,52.1369863,141,183.4266667,202.3846154,227.5,52.46153846,10.37037037,44.2195122
14600,28.56349579,77.26023795,251.7520009,,,229.75,284.8135593,195.1111111,297.3333333,,
14601,28.55949579,77.26023795,111.4179389,56.33333333,,164.5185185,197.464,164.0060976,104.3369565,65.6,27.66666667
14603,28.55149579,77.26023795,86,86,,,,,,,
14604,28.54749579,77.26023795,85.33044872,56.46153846,89.5,161.0153846,186.2857143,86.12121212,46.71428571,19,37.54545455
14605,28.54349579,77.26023795,90,90,,,,,,,
14606,28.53949579,77.26023795,110.3352031,61.6953125,,175.6746988,179.2760736,172.5558912,122.8655914,38.4921875,21.78666667
14607,28.53549579,77.26023795,113.4665049,64.95336788,,177.7411765,167.127027,181.0047619,123.8425926,50.66731518,28.92929293
14608,28.53149579,77.26023795,114.7395565,67.03401361,,179.7414966,149.6128205,187.5020408,139.2171254,52.60460993,27.46478873
14609,28.52749579,77.26023795,192.13,47.75,,309,245.4,254.5,104,,
14610,28.52349579,77.26023795,28,,,,,,,,28
14613,28.51149579,77.26023795,28,,,,,,,,28
14685,28.70549579,77.26370205,87.05704365,65.2,121.4444444,64.82857143,191.6,86,64.25,53.33333333,49.8
14686,28.70149579,77.26370205,105.6081845,44.4,94.16666667,243.7,210.2,106.6666667,67.5,40.85714286,37.375
14704,28.62949579,77.26370205,57.52857143,32.1,97.57142857,120,,46,46.5,,3
14711,28.60149579,77.26370205,75.80143676,44,98.46153846,143.3333333,114.6,122.8333333,26.82142857,9.92,46.44186047
14715,28.58549579,77.26370205,92.83055556,,134.8,112,205,111,23.625,11.88888889,51.5
14716,28.58149579,77.26370205,70.68751646,44,100.3571429,104.4,123.5,112.75,23.48275862,16.03921569,40.97101449
14717,28.57749579,77.26370205,95.06679931,48.33333333,119.8666667,195.4827586,180.1363636,116.3695652,32.26388889,13.78181818,54.3
14718,28.57349579,77.26370205,71.80876989,63,108.8888889,77.66666667,146.8,98.35,27.56,12.11764706,40.08695652
14720,28.56549579,77.26370205,99.60528067,49.91666667,136.5098039,184.4012346,199.049505,135.4132231,32.48591549,12.87777778,46.18811881
14721,28.56149579,77.26370205,80.43333333,49.16666667,103,69,151,,,,30
14722,28.55749579,77.26370205,113.0559759,60.91139241,,166.8196721,190.5324675,175.762963,106.9431138,58.2,32.22222222
14723,28.55349579,77.26370205,114.8976742,61.05714286,,174.7307692,199.1875,174.3478261,105.7938144,65.33333333,23.83333333
14724,28.54949579,77.26370205,112.2275006,52.90374332,71.5,171.75,193.1397849,202.1727749,116.2743363,61.22222222,28.85714286
14725,28.54549579,77.26370205,125.4147393,67.28235294,93.47368421,206.191358,225.702381,191.6,127.1125828,56.22222222,35.73333333
14726,28.54149579,77.26370205,115.0074597,62.49275362,25.1622807,184.4545455,198.7297297,206.2658228,148.7878788,68.41666667,25.75
14727,28.53749579,77.26370205,62.25,,,,,,95.5,,29
14730,28.52549579,77.26370205,284.9642857,,,324.8571429,207,487.75,120.25,,
14734,28.50949579,77.26370205,24,,,,,,,,24
14805,28.70349579,77.26716615,106.1012821,55.6,117.8333333,234.0769231,200.6666667,98.83333333,60,47,34.8
14824,28.62749579,77.26716615,68.32987013,42.28571429,71.36363636,125.5,,47,55.5,,
14830,28.60349579,77.26716615,95.74548612,86.0952381,140.4166667,202,146.5555556,111,20.625,9.771428571,49.5
14835,28.58349579,77.26716615,102.3333333,,184,136,97,137,23.66666667,,36.33333333
14836,28.57949579,77.26716615,108.781449,50,125.5625,226.3461538,183.8518519,189.2005571,29.48630137,13.671875,52.13235294
14837,28.57549579,77.26716615,111.8214286,,114,223,255,109,24.75,13,44
14838,28.57149579,77.26716615,48.14092158,81.5,,,,70.68181818,31.09615385,9.285714286,
14839,28.56749579,77.26716615,87.06802776,44.22222222,123.7038835,106.4938272,197,96.57777778,31.54098361,9.9375,
14840,28.56349579,77.26716615,91.08761571,55.17021277,114.3291139,169.9555556,159.2,146.3095238,27.6875,12.66666667,43.38235294
14841,28.55949579,77.26716615,87.00262255,40.9,113.9518072,142.1034483,178.2307692,122.6666667,37.63265306,11.42105263,49.11458333
14842,28.55549579,77.26716615,119.7851602,59.59615385,,171.6363636,244.2604167,172.2395833,112.7372881,51.52631579,26.5
14843,28.55149579,77.26716615,56,56,,,,,,,
14844,28.54749579,77.26716615,46.5,46.5,,,,,,,
14845,28.54349579,77.26716615,282,,,,282,,,,
14846,28.53949579,77.26716615,122.4564484,119.5714286,104.75,147,182.1111111,213.2857143,117.6,66.33333333,29
14847,28.53549579,77.26716615,112.1049272,59.90909091,88,145.5384615,183.8125,219.5238095,91.25,67.25,41.55555556
14849,28.52749579,77.26716615,160.625,,,224.5,167,254.75,86.875,70,
14926,28.70149579,77.27063025,91.18854166,57,103.5,177,143,106.3333333,63.8,38.875,40
14944,28.62949579,77.27063025,84.63554293,43.54545455,116,161.25,113,108,75.33333333,11.4,48.55555556
14945,28.62549579,77.27063025,117.375,,118,,,116.75,,,
14950,28.60549579,77.27063025,95.66616586,31,111.9230769,208.8,230.4,107,22.6,12.7,40.90625
14956,28.58149579,77.27063025,85.12057885,36,102.6111111,144.875,168.7777778,125.9130435,19.70833333,12.85714286,70.22222222
14957,28.57749579,77.27063025,79.22201617,39,122.8333333,164.2222222,133.9333333,108.0714286,19.82692308,10,35.88888889
14960,28.56549579,77.27063025,149.2365434,67.5,174.6433566,170.8028169,,184,,,
14961,28.56149579,77.27063025,141.6871069,54.33333333,128.0188679,157.1666667,192.6666667,176.25,,,
14962,28.55749579,77.27063025,90.33498553,45.47826087,107.8,146,180.125,148.9714286,37.22727273,11.36363636,45.71428571
14963,28.55349579,77.27063025,91.02381818,46.90909091,92.21052632,136.125,212.625,146.7777778,24.64285714,11.54545455,57.35483871
14968,28.53349579,77.27063025,117.5005208,82.08333333,97.75,162.1666667,192.8,222.9375,98,52.66666667,31.6
14969,28.52949579,77.27063025,79.15803883,75.57142857,66.46341463,113.5,133.5714286,,95.5,49.5,20
14974,28.50949579,77.27063025,22,,,,,,,,22
15045,28.70349579,77.27409435,85.59962798,48.8,92,189.5714286,118.6666667,98.14285714,62.1875,39.42857143,36
15049,28.68749579,77.27409435,121.25,,,,,121.25,,,
15050,28.68349579,77.27409435,19.5,,,,,,,,19.5
15064,28.62749579,77.27409435,85.32677697,47.625,106.7058824,164.6666667,166,92.16666667,57.625,16.2,31.625
15069,28.60749579,77.27409435,62.89140326,30,100.7777778,91,126,86.125,20,8.125,41.10344828
15070,28.60349579,77.27409435,58.25,,,,137,82.5,20,11,40.75
15081,28.55949579,77.27409435,115.4495512,72.8,123.835443,175.1780822,184,201.3333333,24.5,26.5,
15083,28.55149579,77.27409435,80.7238909,51.05882353,92.35135135,113.625,174.375,120.1333333,34.51428571,11.65,48.08333333
15084,28.54749579,77.27409435,49,49,,,,,,,
15089,28.52749579,77.27409435,113.7190476,67,114.6666667,94,221.5,225,,35.2,38.66666667
15090,28.52349579,77.27409435,103.7734127,74.4,110.25,89.5,166.2222222,221.1666667,,35.75,29.125
15166,28.70149579,77.27755845,71.94101732,58.33333333,97.33333333,121,,112,55,24.04545455,35.875
15168,28.69349579,77.27755845,50,,,,,,,50,
15169,28.68949579,77.27755845,110.4775518,70.8,134,228.9514563,161.0833333,115.2142857,79.14814815,60.6039604,34.01923077
15170,28.68549579,77.27755845,81.41666667,,,,,135,,,27.83333333
15183,28.63349579,77.27755845,77.66666667,,34,189,,,,10,
15184,28.62949579,77.27755845,73.27636882,50.38095238,103.7714286,114.7777778,141.25,90.5,30.92473118,12.60606061,42
15189,28.60949579,77.27755845,83.56734107,24.5,98.875,154,187.125,120.9294118,25.65217391,17,40.45714286
15190,28.60549579,77.27755845,91.09474206,37,74,185.5,221.25,128.5,25.28571429,9.777777778,47.44444444
15201,28.56149579,77.27755845,147.1241464,48.5,269.5176056,182.0606061,186.6666667,172,,24,
15204,28.54949579,77.27755845,106.4415971,43.6,124.4444444,203.6413043,238.1538462,141.1935484,35.46666667,11.07142857,53.96153846
15205,28.54549579,77.27755845,73.68640628,46.55555556,110.3928571,105.875,108.6666667,125.0833333,31.91176471,13.26923077,47.73684211
15206,28.54149579,77.27755845,39,39,,,,,,,
15208,28.53349579,77.27755845,62,,,,,,,,62
15211,28.52149579,77.27755845,104.7536797,59,151.9090909,107.3333333,120.6666667,225.2,,26.5,42.66666667
15212,28.51749579,77.27755845,101.4285714,56.33333333,100.6666667,118,161.3333333,229.6666667,,35,9
15215,28.50549579,77.27755845,121.1914966,70.4,122.8571429,127.5,218.5833333,225,,53,31
15285,28.70349579,77.28102256,70.8,83.5,98,,,,72.5,60,40
15286,28.69949579,77.28102256,87.85714286,67,97,176,,109,102,21,43
15287,28.69549579,77.28102256,115.1571429,53.42857143,101.3333333,265.8571429,186.8333333,118.3333333,92.28571429,63.78571429,39.4
15288,28.69149579,77.28102256,103.0321429,73.86666667,114,197,159.3333333,116.5,90.85714286,49.1,23.6
15289,28.68749579,77.28102256,83,,83,,,,,,
15293,28.67149579,77.28102256,94.90420419,58.23333333,103.5405405,183.5,155.2222222,120,41.33333333,,2.5
15294,28.66749579,77.28102256,63.80762411,61.125,76,,,,54.29787234,,
15302,28.63549579,77.28102256,93.32108918,46,86.55555556,185,217,108.75,42.2,10.8,50.26315789
15303,28.63149579,77.28102256,67.22548857,53.92857143,64.27027027,95.23076923,140.8461538,98.8125,23.92307692,11.86503067,48.92753623
15304,28.62749579,77.28102256,93.95160455,27,129,222,170,112.7142857,30,11.33333333,49.56521739
15305,28.62349579,77.28102256,50.20761905,,67,,,98.8,27.16666667,13.5,44.57142857
15308,28.61149579,77.28102256,73.16649563,27.33333333,108.9,134.5,136.5,104.2142857,21.75862069,10.63636364,41.4893617
15309,28.60749579,77.28102256,221,,,,,,,,221
15320,28.56349579,77.28102256,222,,222,,,,,,
15321,28.55949579,77.28102256,128.5800215,67,149.7959184,171.0175439,198.6666667,156,,29,
15325,28.54349579,77.28102256,103.5644636,39.39130435,136.0322581,225.4444444,180.9056604,148.2407407,32.15625,12.2173913,54.12765957
15326,28.53949579,77.28102256,99.85881711,48.29142857,126.2641509,226.1428571,193.8358209,108.5394737,31.16326531,10.72049689,53.91304348
15327,28.53549579,77.28102256,41,,,,,,,25,57
15332,28.51549579,77.28102256,108.0429293,72.5,112.7777778,107.25,179.2727273,221,,34,29.5
15333,28.51149579,77.28102256,114.8732143,65,114.35,127.6,192.3125,228.6,,60.5,15.75
15334,28.50749579,77.28102256,122.5312925,87.33333333,165.2857143,121,199,226.6,,39.5,19
15335,28.50349579,77.28102256,127.7606679,75.5,121.2727273,138,227.9090909,245.1428571,,60.5,26
15406,28.70149579,77.28448666,91.2657674,64.83333333,100,115.4285714,180.5,114.5,62.81818182,55.42105263,36.625
15407,28.69749579,77.28448666,75.93333333,47,,174,,,57,58.66666667,43
15413,28.67349579,77.28448666,111.5127243,73.44444444,112.9508197,183.0769231,204.1168831,155,50,,2
15415,28.66549579,77.28448666,93.0982684,56.13333333,109.4545455,157.25,175,107.25,41.6,,5
15416,28.66149579,77.28448666,40,40,,,,,,,
15422,28.63749579,77.28448666,40.14485843,42.75,52.6,48.66666667,,58.25,31.32,11.06148867,36.36585366
15423,28.63349579,77.28448666,63.32807791,44.73858921,90.52941176,89,95.74647887,99.47058824,27.5483871,12.96153846,46.62962963
15426,28.62149579,77.28448666,103.2619995,28,126.9333333,224.0909091,256.4631579,102.9090909,26.11111111,11.44736842,50.14102564
15427,28.61749579,77.28448666,61.49563492,,98.85714286,,118.3333333,88.16666667,21.25,10.06666667,32.3
15428,28.61349579,77.28448666,71.41276746,29.3,124.6666667,110.4285714,135,107.5,21.74418605,11.06896552,31.59375
15441,28.56149579,77.28448666,135.3976412,53.73333333,171.752809,169.5663717,153,237.3333333,,27,
15447,28.53749579,77.28448666,83.16528375,57.22222222,108.1842105,119.5,169.4444444,120.3571429,33.06382979,12.26470588,45.28571429
15448,28.53349579,77.28448666,85.61512892,38.0625,101.2857143,158.8,175.5,115.6545455,27.13636364,12.26315789,56.21875
15452,28.51749579,77.28448666,152.7368421,,152.7368421,,,,,,
15456,28.50149579,77.28448666,127.1467033,65.7,88.57692308,145,244.6666667,253.75,,61,31.33333333
15525,28.70349579,77.28795076,84.10555555,65,,,170.3333333,125,57.6,41.2,45.5
15526,28.69949579,77.28795076,75.46666667,88,,,,116,69.33333333,58.25,45.75
15532,28.67549579,77.28795076,81.06062689,53.69955157,107.4529915,145.3137255,137,70.76923077,51.38888889,,1.8
15535,28.66349579,77.28795076,91.31935818,55.25,111.6521739,147.3333333,160.6666667,104,57.33333333,,3
15536,28.65949579,77.28795076,149.4350448,61.43478261,127.1875,171.2,373.3529412,,14,,
15541,28.63949579,77.28795076,78.36979167,49,97.16666667,82,171,120.25,30.66666667,9,67.875
15542,28.63549579,77.28795076,83.37870153,52.10714286,129.1428571,124.125,155.3030303,114.7142857,27.34693878,14.76923077,49.52112676
15546,28.61949579,77.28795076,82.0567969,43.3,118.4814815,165.9230769,148.2307692,102.4,23.45205479,11.54794521,43.11904762
15547,28.61549579,77.28795076,70.48243034,34.5,107.8333333,111,117.2,99.625,24.76470588,37.04166667,31.89473684
15560,28.56349579,77.28795076,143.5840417,34.42635659,179.3768116,174.3950617,192.1538462,252.6521739,,28.5,
